game_id,play_date,household_type,format,n_players,has_player_under_10,duration_minutes,outcome,winner_position,n_bankruptcies,minutes_to_first_bankruptcy,most_landed_property_group,rule_dispute_count,house_rule_free_parking_jackpot,house_rule_no_auctions,house_rule_double_go_money,house_rule_starting_money_increased,house_rule_speed_die,kid_enjoyment_score,adult_enjoyment_score,would_play_again_score
GM-00349,2025-01-05,ADULTS_ONLY,IN_PERSON,5,FALSE,169,COMPLETED,4,4,95,GREEN,1,FALSE,TRUE,FALSE,FALSE,FALSE,,3.7,3.7
GM-00526,2025-01-05,MULTIGEN,IN_PERSON,4,TRUE,102,COMPLETED,2,3,65,GREEN,3,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,4.1,3.8
GM-00258,2025-01-06,FRIENDS_GROUP,DIGITAL_APP,4,FALSE,74,COMPLETED,1,3,45,ORANGE,1,TRUE,TRUE,FALSE,TRUE,TRUE,,3.9,4.0
GM-00455,2025-01-06,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,86,ABANDONED,,1,47,LIGHT_BLUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,4.0,2.9,2.6
GM-00538,2025-01-06,FRIENDS_GROUP,IN_PERSON,2,FALSE,77,COMPLETED,1,1,38,YELLOW,1,FALSE,TRUE,FALSE,FALSE,FALSE,,4.1,4.2
GM-00109,2025-01-07,GAME_GROUP_ENTHUSIAST,IN_PERSON,3,FALSE,87,COMPLETED,3,2,59,RED,2,TRUE,FALSE,FALSE,FALSE,FALSE,,3.7,3.9
GM-00223,2025-01-07,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,146,COMPLETED,2,2,85,ORANGE,4,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,3.1,3.0
GM-00511,2025-01-07,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,111,COMPLETED,2,2,52,LIGHT_BLUE,4,TRUE,TRUE,TRUE,FALSE,FALSE,3.2,3.9,3.8
GM-00541,2025-01-07,MULTIGEN,IN_PERSON,3,TRUE,123,COMPLETED,2,2,56,GREEN,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,2.9,2.9
GM-00362,2025-01-08,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,105,COMPLETED,4,3,57,RAILROADS,7,FALSE,TRUE,FALSE,FALSE,FALSE,4.1,3.6,3.8
GM-00463,2025-01-08,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,83,ABANDONED,,1,51,LIGHT_BLUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,2.9,2.3
GM-00619,2025-01-08,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,224,ABANDONED,,0,,GREEN,0,FALSE,TRUE,TRUE,FALSE,FALSE,1.8,2.3,1.7
GM-00758,2025-01-08,MULTIGEN,IN_PERSON,4,TRUE,287,TIME_LIMIT_REACHED,,1,167,YELLOW,0,TRUE,TRUE,TRUE,FALSE,FALSE,2.6,3.2,3.1
GM-00793,2025-01-08,FRIENDS_GROUP,DIGITAL_APP,3,FALSE,178,ABANDONED,,1,100,GREEN,1,FALSE,FALSE,TRUE,FALSE,FALSE,,3.2,2.6
GM-00094,2025-01-09,ADULTS_ONLY,IN_PERSON,3,FALSE,129,ABANDONED,,1,62,MAGENTA,0,FALSE,TRUE,TRUE,FALSE,FALSE,,2.7,1.9
GM-00499,2025-01-09,ADULTS_ONLY,IN_PERSON,2,FALSE,85,COMPLETED,2,1,58,LIGHT_BLUE,4,TRUE,TRUE,FALSE,FALSE,FALSE,,3.5,3.4
GM-00608,2025-01-09,FRIENDS_GROUP,DIGITAL_APP,4,FALSE,93,TIME_LIMIT_REACHED,,1,46,DARK_BLUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,,3.7,4.0
GM-00994,2025-01-09,FAMILY_WITH_KIDS,IN_PERSON,6,TRUE,250,COMPLETED,4,5,179,RAILROADS,0,TRUE,FALSE,TRUE,FALSE,TRUE,2.3,3.2,3.1
GM-00016,2025-01-10,FAMILY_WITH_KIDS,DIGITAL_APP,4,FALSE,105,COMPLETED,3,3,51,YELLOW,2,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,3.5,3.4
GM-00142,2025-01-10,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,188,ABANDONED,,0,,LIGHT_BLUE,2,FALSE,TRUE,TRUE,FALSE,FALSE,2.3,2.8,2.4
GM-00172,2025-01-10,ADULTS_ONLY,IN_PERSON,5,FALSE,192,COMPLETED,4,4,104,RAILROADS,0,TRUE,TRUE,FALSE,FALSE,FALSE,,2.8,2.8
GM-00428,2025-01-10,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,271,ABANDONED,,1,162,GREEN,1,FALSE,FALSE,TRUE,FALSE,FALSE,1.7,2.2,1.8
GM-00954,2025-01-10,FRIENDS_GROUP,IN_PERSON,3,FALSE,55,COMPLETED,3,2,35,UTILITIES,0,TRUE,TRUE,FALSE,FALSE,FALSE,,4.0,3.6
GM-00082,2025-01-11,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,148,COMPLETED,2,3,90,MAGENTA,0,TRUE,TRUE,TRUE,FALSE,FALSE,3.9,3.4,3.6
GM-00741,2025-01-11,ADULTS_ONLY,IN_PERSON,2,FALSE,112,COMPLETED,1,1,72,GREEN,2,TRUE,FALSE,FALSE,FALSE,FALSE,,3.8,3.7
GM-00865,2025-01-11,ADULTS_ONLY,IN_PERSON,5,FALSE,171,ABANDONED,,2,123,LIGHT_BLUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,,2.4,2.3
GM-00317,2025-01-12,FAMILY_WITH_KIDS,DIGITAL_APP,5,TRUE,155,ABANDONED,,2,98,GREEN,7,TRUE,TRUE,FALSE,FALSE,FALSE,2.8,2.9,2.5
GM-00334,2025-01-14,FAMILY_WITH_KIDS,DIGITAL_APP,4,TRUE,100,COMPLETED,1,3,69,RED,1,TRUE,TRUE,FALSE,FALSE,FALSE,4.2,3.2,3.1
GM-00773,2025-01-14,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,111,COMPLETED,4,3,53,YELLOW,2,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,4.2,4.0
GM-00960,2025-01-14,FAMILY_WITH_KIDS,IN_PERSON,3,FALSE,148,ABANDONED,,1,77,DARK_BLUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,3.0,2.8,2.1
GM-00989,2025-01-14,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,61,COMPLETED,2,2,39,ORANGE,3,FALSE,TRUE,FALSE,FALSE,FALSE,4.3,3.8,3.8
GM-00318,2025-01-15,FRIENDS_GROUP,DIGITAL_APP,4,FALSE,90,COMPLETED,2,3,57,YELLOW,0,TRUE,TRUE,FALSE,FALSE,FALSE,,3.9,3.5
GM-00583,2025-01-15,FAMILY_WITH_KIDS,IN_PERSON,3,FALSE,57,COMPLETED,1,2,35,RAILROADS,4,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,3.9,3.9
GM-00689,2025-01-15,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,121,COMPLETED,1,1,64,GREEN,1,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,3.8,3.3
GM-00232,2025-01-16,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,122,COMPLETED,3,2,74,DARK_BLUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,3.2,3.4
GM-00381,2025-01-16,MULTIGEN,IN_PERSON,6,TRUE,58,COMPLETED,6,5,28,ORANGE,3,FALSE,TRUE,FALSE,FALSE,FALSE,3.9,3.7,3.9
GM-00579,2025-01-16,FAMILY_WITH_KIDS,IN_PERSON,5,FALSE,88,COMPLETED,3,4,45,ORANGE,1,TRUE,TRUE,FALSE,TRUE,FALSE,4.1,3.8,3.9
GM-00659,2025-01-16,ADULTS_ONLY,IN_PERSON,5,FALSE,186,COMPLETED,5,4,117,MAGENTA,5,TRUE,TRUE,FALSE,FALSE,FALSE,,3.1,3.0
GM-00837,2025-01-16,GAME_GROUP_ENTHUSIAST,IN_PERSON,2,FALSE,89,COMPLETED,2,1,56,LIGHT_BLUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,,3.5,3.1
GM-00965,2025-01-16,ADULTS_ONLY,VIDEO_CALL,2,FALSE,93,COMPLETED,1,1,68,ORANGE,0,FALSE,TRUE,FALSE,FALSE,FALSE,,3.9,3.5
GM-00045,2025-01-17,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,121,COMPLETED,4,4,74,GREEN,1,TRUE,FALSE,FALSE,FALSE,TRUE,3.2,3.4,3.3
GM-00100,2025-01-17,FRIENDS_GROUP,IN_PERSON,4,FALSE,201,ABANDONED,,0,,GREEN,2,TRUE,TRUE,FALSE,FALSE,FALSE,,2.1,1.5
GM-00224,2025-01-17,FRIENDS_GROUP,VIDEO_CALL,4,FALSE,203,ABANDONED,,0,,GREEN,1,TRUE,TRUE,FALSE,FALSE,FALSE,,2.2,1.7
GM-00280,2025-01-17,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,200,COMPLETED,4,3,116,LIGHT_BLUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,3.0,2.8,3.0
GM-00910,2025-01-17,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,91,COMPLETED,1,1,62,GREEN,3,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,4.0,3.7
GM-00991,2025-01-17,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,95,ABANDONED,,1,50,BROWN,0,TRUE,TRUE,FALSE,FALSE,FALSE,3.7,3.0,2.2
GM-00146,2025-01-18,FAMILY_WITH_KIDS,DIGITAL_APP,4,TRUE,144,COMPLETED,3,3,79,RED,2,TRUE,FALSE,FALSE,FALSE,FALSE,3.1,3.4,3.5
GM-00286,2025-01-19,FAMILY_WITH_KIDS,DIGITAL_APP,4,TRUE,111,COMPLETED,3,3,66,LIGHT_BLUE,0,TRUE,FALSE,TRUE,TRUE,FALSE,3.8,4.0,3.5
GM-00706,2025-01-19,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,89,ABANDONED,,0,,RED,2,FALSE,TRUE,FALSE,FALSE,FALSE,4.2,3.5,3.3
GM-00617,2025-01-20,FAMILY_WITH_KIDS,DIGITAL_APP,3,TRUE,96,COMPLETED,1,2,58,BROWN,2,TRUE,FALSE,FALSE,TRUE,FALSE,3.9,4.2,4.2
GM-00993,2025-01-20,ADULTS_ONLY,IN_PERSON,4,FALSE,354,COMPLETED,2,3,218,BROWN,2,TRUE,FALSE,TRUE,FALSE,FALSE,,3.3,3.0
GM-00022,2025-01-21,GAME_GROUP_ENTHUSIAST,IN_PERSON,2,FALSE,122,COMPLETED,1,1,70,RED,1,TRUE,TRUE,FALSE,FALSE,FALSE,,4.0,3.6
GM-00079,2025-01-21,MULTIGEN,IN_PERSON,2,TRUE,53,COMPLETED,1,1,35,LIGHT_BLUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,4.2,3.6,3.8
GM-00257,2025-01-21,FAMILY_WITH_KIDS,VIDEO_CALL,6,FALSE,96,COMPLETED,6,5,65,RED,4,FALSE,TRUE,FALSE,FALSE,FALSE,4.0,3.7,3.8
GM-00290,2025-01-21,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,62,COMPLETED,2,1,34,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,4.0,3.7
GM-00355,2025-01-21,ADULTS_ONLY,IN_PERSON,2,FALSE,43,COMPLETED,1,1,22,ORANGE,2,TRUE,TRUE,FALSE,FALSE,FALSE,,3.8,3.7
GM-00412,2025-01-21,FRIENDS_GROUP,IN_PERSON,4,FALSE,45,ABANDONED,,0,,RED,4,TRUE,TRUE,FALSE,FALSE,TRUE,,3.5,2.7
GM-00753,2025-01-21,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,119,TIME_LIMIT_REACHED,,0,,LIGHT_BLUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,4.1,3.3,3.2
GM-00923,2025-01-21,FAMILY_WITH_KIDS,DIGITAL_APP,3,TRUE,86,COMPLETED,3,2,60,YELLOW,0,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,4.1,4.2
GM-00575,2025-01-22,FRIENDS_GROUP,DIGITAL_APP,4,FALSE,86,COMPLETED,3,3,63,LIGHT_BLUE,0,TRUE,FALSE,FALSE,TRUE,FALSE,,3.3,3.3
GM-00794,2025-01-22,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,80,COMPLETED,1,3,46,ORANGE,2,FALSE,TRUE,FALSE,FALSE,FALSE,4.8,4.1,3.8
GM-00813,2025-01-22,ADULTS_ONLY,DIGITAL_APP,2,FALSE,64,COMPLETED,2,1,45,LIGHT_BLUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,,3.6,3.8
GM-00073,2025-01-23,ADULTS_ONLY,IN_PERSON,4,FALSE,127,ABANDONED,,1,87,RAILROADS,1,FALSE,TRUE,FALSE,FALSE,FALSE,,3.0,2.4
GM-00099,2025-01-23,MULTIGEN,IN_PERSON,5,TRUE,176,ABANDONED,,2,101,ORANGE,2,TRUE,TRUE,FALSE,FALSE,FALSE,2.8,2.5,2.3
GM-00882,2025-01-23,MULTIGEN,IN_PERSON,2,FALSE,34,COMPLETED,1,1,25,RAILROADS,1,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,3.3,3.0
GM-00168,2025-01-24,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,86,COMPLETED,2,1,53,LIGHT_BLUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,4.4,3.5,3.6
GM-00602,2025-01-24,MULTIGEN,IN_PERSON,2,TRUE,68,ABANDONED,,0,,RAILROADS,1,FALSE,FALSE,FALSE,FALSE,FALSE,3.2,3.5,3.0
GM-00724,2025-01-24,ADULTS_ONLY,DIGITAL_APP,6,FALSE,200,COMPLETED,2,5,106,LIGHT_BLUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,,3.1,3.4
GM-00950,2025-01-24,FAMILY_WITH_KIDS,IN_PERSON,3,FALSE,86,COMPLETED,1,2,63,RAILROADS,3,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,3.8,3.8
GM-00030,2025-01-25,FAMILY_WITH_KIDS,DIGITAL_APP,4,FALSE,109,ABANDONED,,0,,ORANGE,2,TRUE,FALSE,FALSE,FALSE,FALSE,3.0,2.9,2.1
GM-00264,2025-01-25,FRIENDS_GROUP,IN_PERSON,2,FALSE,46,COMPLETED,2,1,22,GREEN,3,FALSE,FALSE,FALSE,FALSE,FALSE,,3.4,3.6
GM-00313,2025-01-25,GAME_GROUP_ENTHUSIAST,IN_PERSON,3,FALSE,56,COMPLETED,1,2,33,ORANGE,5,TRUE,TRUE,FALSE,FALSE,FALSE,,4.0,3.9
GM-00340,2025-01-25,FRIENDS_GROUP,IN_PERSON,4,FALSE,164,COMPLETED,4,3,76,LIGHT_BLUE,3,TRUE,TRUE,FALSE,FALSE,FALSE,,3.0,3.2
GM-00525,2025-01-25,ADULTS_ONLY,IN_PERSON,3,FALSE,98,COMPLETED,1,2,44,GREEN,0,TRUE,TRUE,FALSE,FALSE,FALSE,,3.4,3.7
GM-00548,2025-01-25,ADULTS_ONLY,IN_PERSON,4,FALSE,130,ABANDONED,,1,69,RED,4,TRUE,FALSE,FALSE,FALSE,FALSE,,3.1,2.9
GM-00333,2025-01-26,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,94,COMPLETED,1,3,68,LIGHT_BLUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,3.3,3.5
GM-00730,2025-01-26,MULTIGEN,IN_PERSON,2,FALSE,57,COMPLETED,1,1,42,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,3.8,3.6
GM-00115,2025-01-27,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,117,COMPLETED,1,4,75,MAGENTA,1,FALSE,TRUE,FALSE,FALSE,FALSE,3.8,3.3,2.9
GM-00132,2025-01-27,FRIENDS_GROUP,IN_PERSON,6,FALSE,202,COMPLETED,3,5,116,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,,2.9,2.7
GM-00199,2025-01-27,FRIENDS_GROUP,IN_PERSON,2,FALSE,76,COMPLETED,2,1,54,DARK_BLUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,,4.2,4.4
GM-00361,2025-01-27,ADULTS_ONLY,DIGITAL_APP,3,FALSE,130,COMPLETED,2,2,60,ORANGE,3,TRUE,FALSE,FALSE,FALSE,FALSE,,3.3,3.4
GM-00491,2025-01-27,ADULTS_ONLY,IN_PERSON,4,FALSE,71,COMPLETED,4,3,33,DARK_BLUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,3.6,3.3
GM-00845,2025-01-27,FAMILY_WITH_KIDS,DIGITAL_APP,2,TRUE,37,COMPLETED,2,1,25,DARK_BLUE,4,TRUE,TRUE,FALSE,FALSE,FALSE,4.2,3.6,3.5
GM-00869,2025-01-27,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,50,ABANDONED,,0,,MAGENTA,2,FALSE,FALSE,FALSE,TRUE,FALSE,3.7,3.5,3.3
GM-00872,2025-01-27,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,144,ABANDONED,,0,,YELLOW,0,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,3.3,2.9
GM-00009,2025-01-28,FRIENDS_GROUP,IN_PERSON,3,FALSE,39,COMPLETED,2,2,29,RAILROADS,3,FALSE,FALSE,FALSE,FALSE,FALSE,,4.0,3.6
GM-00075,2025-01-28,MULTIGEN,IN_PERSON,4,TRUE,143,ABANDONED,,0,,MAGENTA,2,TRUE,TRUE,FALSE,FALSE,FALSE,3.7,2.5,2.1
GM-00407,2025-01-28,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,66,ABANDONED,,0,,ORANGE,4,FALSE,FALSE,FALSE,FALSE,FALSE,,3.3,2.8
GM-00652,2025-01-28,ADULTS_ONLY,IN_PERSON,2,FALSE,52,ABANDONED,,2,29,MAGENTA,0,TRUE,TRUE,FALSE,FALSE,FALSE,,2.7,2.2
GM-00133,2025-01-29,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,32,COMPLETED,1,1,18,YELLOW,1,TRUE,FALSE,FALSE,FALSE,TRUE,4.7,3.5,3.6
GM-00149,2025-01-29,MULTIGEN,IN_PERSON,4,TRUE,171,ABANDONED,,0,,YELLOW,3,TRUE,FALSE,FALSE,FALSE,TRUE,2.7,2.9,2.0
GM-00282,2025-01-29,ADULTS_ONLY,IN_PERSON,4,FALSE,137,COMPLETED,4,3,96,YELLOW,1,FALSE,TRUE,TRUE,FALSE,FALSE,,3.0,3.3
GM-00738,2025-01-29,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,203,TIME_LIMIT_REACHED,,0,,DARK_BLUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,2.8,3.2,2.7
GM-00530,2025-01-30,ADULTS_ONLY,IN_PERSON,3,FALSE,100,COMPLETED,1,2,45,GREEN,0,TRUE,TRUE,FALSE,FALSE,FALSE,,4.0,4.3
GM-00599,2025-01-30,ADULTS_ONLY,IN_PERSON,4,FALSE,77,COMPLETED,2,3,50,RAILROADS,3,FALSE,FALSE,TRUE,FALSE,FALSE,,3.7,3.7
GM-00674,2025-01-30,FRIENDS_GROUP,DIGITAL_APP,6,FALSE,114,COMPLETED,4,5,85,MAGENTA,3,TRUE,TRUE,FALSE,FALSE,FALSE,,4.1,4.3
GM-00678,2025-01-30,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,191,COMPLETED,1,3,134,RED,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.4,3.1,3.3
GM-00008,2025-01-31,FAMILY_WITH_KIDS,IN_PERSON,5,FALSE,109,COMPLETED,3,4,67,DARK_BLUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,3.4,3.1
GM-00018,2025-01-31,FRIENDS_GROUP,IN_PERSON,4,FALSE,120,COMPLETED,1,3,89,LIGHT_BLUE,1,TRUE,TRUE,FALSE,FALSE,FALSE,,3.3,3.5
GM-00088,2025-01-31,FRIENDS_GROUP,IN_PERSON,3,FALSE,102,COMPLETED,2,2,73,BROWN,0,TRUE,TRUE,FALSE,TRUE,FALSE,,3.4,3.2
GM-00509,2025-01-31,ADULTS_ONLY,IN_PERSON,3,FALSE,97,COMPLETED,1,2,54,GREEN,2,TRUE,TRUE,FALSE,FALSE,FALSE,,3.6,3.4
GM-00183,2025-02-01,ADULTS_ONLY,IN_PERSON,4,FALSE,86,TIME_LIMIT_REACHED,,1,44,LIGHT_BLUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,,3.4,3.5
GM-00516,2025-02-01,FRIENDS_GROUP,IN_PERSON,2,FALSE,103,COMPLETED,2,1,54,ORANGE,2,TRUE,TRUE,FALSE,FALSE,FALSE,,3.9,4.1
GM-00578,2025-02-01,GAME_GROUP_ENTHUSIAST,IN_PERSON,6,FALSE,280,ABANDONED,,0,,BROWN,5,TRUE,TRUE,FALSE,FALSE,FALSE,,3.5,3.1
GM-00308,2025-02-02,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,81,COMPLETED,3,2,60,DARK_BLUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.2,3.6,3.7
GM-00376,2025-02-02,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,178,COMPLETED,4,3,96,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.5,2.9,2.7
GM-00552,2025-02-02,ADULTS_ONLY,IN_PERSON,2,FALSE,125,COMPLETED,1,1,60,ORANGE,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.1,3.1
GM-00942,2025-02-02,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,83,COMPLETED,3,3,55,MAGENTA,4,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,3.5,3.3
GM-00301,2025-02-03,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,65,COMPLETED,2,1,32,GREEN,3,FALSE,FALSE,FALSE,FALSE,FALSE,4.4,3.8,3.9
GM-00671,2025-02-03,FAMILY_WITH_KIDS,IN_PERSON,3,FALSE,107,COMPLETED,3,2,71,ORANGE,2,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,4.2,3.7
GM-00007,2025-02-04,FAMILY_WITH_KIDS,IN_PERSON,6,TRUE,243,ABANDONED,,0,,MAGENTA,1,TRUE,FALSE,FALSE,TRUE,FALSE,1.4,2.0,1.4
GM-00150,2025-02-04,FRIENDS_GROUP,IN_PERSON,3,FALSE,96,ABANDONED,,0,,RAILROADS,1,TRUE,FALSE,FALSE,FALSE,FALSE,,3.5,2.8
GM-00553,2025-02-04,FAMILY_WITH_KIDS,IN_PERSON,6,FALSE,174,COMPLETED,1,5,90,LIGHT_BLUE,5,TRUE,TRUE,FALSE,FALSE,FALSE,3.0,3.1,2.8
GM-00873,2025-02-04,FAMILY_WITH_KIDS,DIGITAL_APP,2,TRUE,82,ABANDONED,,0,,RED,1,TRUE,FALSE,TRUE,FALSE,FALSE,3.3,3.7,3.0
GM-00339,2025-02-05,ADULTS_ONLY,IN_PERSON,4,FALSE,171,COMPLETED,3,3,107,GREEN,0,TRUE,TRUE,FALSE,FALSE,FALSE,,3.7,4.0
GM-00952,2025-02-05,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,120,COMPLETED,5,4,63,ORANGE,2,FALSE,TRUE,FALSE,FALSE,FALSE,3.4,3.8,3.3
GM-00971,2025-02-05,ADULTS_ONLY,IN_PERSON,3,FALSE,94,TIME_LIMIT_REACHED,,0,,YELLOW,4,TRUE,TRUE,FALSE,FALSE,FALSE,,4.1,4.2
GM-00302,2025-02-06,ADULTS_ONLY,DIGITAL_APP,2,FALSE,45,COMPLETED,2,1,26,YELLOW,3,TRUE,TRUE,FALSE,FALSE,FALSE,,3.6,3.5
GM-00385,2025-02-06,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,155,COMPLETED,3,4,111,ORANGE,4,TRUE,TRUE,FALSE,FALSE,FALSE,3.3,3.4,3.6
GM-00775,2025-02-06,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,86,COMPLETED,2,1,47,RAILROADS,1,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,3.8,3.8
